Rank,Console,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
6493,9,2006,4,0,0,0.26,0.01,0.26
6494,9,2005,3,0.19,0.07,0,0,0.26
6495,23,2012,6,0.11,0.1,0.01,0.05,0.26
6496,13,2000,8,0.15,0.1,0,0.02,0.26
6497,1,2009,4,0.13,0.06,0.05,0.02,0.26
6499,4,2008,8,0.24,0,0,0.02,0.26
6500,19,2002,7,0.2,0.05,0,0.01,0.26
6501,7,2002,10,0.13,0.1,0,0.03,0.26
6502,4,2011,11,0,0,0.26,0,0.26
6503,1,2010,6,0.25,0,0,0.02,0.26
6504,4,2007,6,0.24,0,0,0.02,0.26
6505,1,2010,1,0.14,0.09,0,0.02,0.26
6506,4,2009,5,0,0.24,0,0.02,0.26
6507,15,2006,4,0.01,0.2,0,0.05,0.26
6508,6,2011,1,0,0,0.26,0,0.26
6509,4,2004,1,0.24,0,0,0.02,0.26
6510,10,2014,9,0.14,0.1,0,0.02,0.26
6511,9,2006,6,0.14,0.05,0.07,0.01,0.26
6512,9,2003,1,0,0,0.25,0.01,0.26
6513,9,2004,11,0,0,0.25,0.01,0.26
6514,5,2010,12,0.24,0,0,0.02,0.26
6515,7,2002,3,0.13,0.1,0,0.03,0.26
6516,6,2009,6,0.17,0.05,0,0.03,0.26
6517,4,2009,9,0.17,0.07,0,0.02,0.26
6518,10,2013,4,0.1,0.01,0.14,0.01,0.26
6519,13,1999,6,0.04,0.03,0.18,0.02,0.26
6520,17,2009,6,0,0,0.26,0,0.26
6521,6,2007,3,0.18,0.04,0.01,0.03,0.26
6522,17,2008,10,0,0,0.26,0,0.26
6523,17,2009,9,0,0,0.26,0,0.26
6524,12,1996,9,0.21,0.05,0,0,0.26
6525,12,2000,8,0.21,0.05,0,0,0.26
6526,12,1999,7,0.21,0.05,0,0,0.26
6527,12,1999,7,0.21,0.05,0,0,0.26
6528,7,2007,1,0.13,0.1,0,0.03,0.26
6529,7,2004,8,0.06,0.05,0.14,0.02,0.26
6530,7,2002,1,0.13,0.1,0,0.03,0.26
6531,9,2002,11,0.19,0.07,0,0,0.26
6532,23,2013,4,0.13,0,0.1,0.03,0.26
6533,6,2014,9,0,0,0.26,0,0.26
6534,17,2009,9,0.11,0.1,0,0.06,0.26
6535,5,2010,1,0.17,0.07,0,0.02,0.26
6536,14,2003,1,0.19,0.06,0,0.01,0.26
6537,19,2001,11,0.2,0.05,0,0.01,0.26
6538,5,2014,9,0.1,0.14,0,0.02,0.26
6539,16,1981,1,0.24,0.01,0,0,0.26
6540,7,2009,1,0.12,0.01,0,0.13,0.26
6541,4,2007,12,0,0,0.26,0,0.26
6542,6,2007,9,0.2,0.03,0,0.03,0.26
6543,1,2009,9,0.14,0.09,0,0.03,0.26
6544,14,2003,4,0.19,0.06,0,0.01,0.26
6545,6,2012,11,0.05,0.15,0,0.06,0.26
6546,5,2012,4,0.15,0.08,0,0.02,0.26
6547,4,2011,6,0.15,0.08,0,0.02,0.26
6548,13,2000,3,0.14,0.1,0,0.02,0.26
6549,7,2001,4,0.13,0.1,0,0.03,0.26
6550,19,2003,3,0.2,0.05,0,0.01,0.26
6551,1,2008,6,0.01,0,0.25,0,0.26
6552,17,2009,1,0.24,0,0,0.02,0.26
6553,4,2004,5,0.13,0.01,0.11,0.01,0.26
6554,6,2014,9,0,0,0.26,0,0.26
6555,5,2014,3,0.08,0.15,0,0.02,0.26
6556,9,2004,9,0.1,0.04,0.11,0.01,0.26
6557,1,2007,9,0.24,0,0,0.02,0.26
6558,5,2005,9,0.2,0.03,0,0.02,0.26
6559,4,2008,11,0.24,0,0,0.02,0.26
6560,7,2005,8,0,0,0.26,0,0.26
6561,9,2003,9,0.18,0.07,0,0,0.26
6562,24,1997,10,0,0,0.26,0,0.26
6563,5,2013,7,0.16,0.07,0,0.02,0.26
6565,14,2005,11,0.19,0.06,0,0.01,0.26
6566,17,2007,3,0.03,0.15,0,0.08,0.26
6567,7,2004,10,0.13,0.1,0,0.03,0.26
6568,13,1998,10,0.14,0.1,0,0.02,0.26
6569,5,2008,7,0.08,0.15,0,0.03,0.26
6570,24,1996,1,0,0,0.26,0,0.26
6571,1,2009,1,0.17,0.06,0,0.02,0.26
6572,6,2013,9,0.1,0.11,0,0.05,0.26
6573,7,2002,11,0.13,0.1,0,0.03,0.26
6574,5,2006,1,0.15,0.03,0.06,0.02,0.26
6575,1,2008,8,0.23,0,0,0.02,0.26
6576,14,2005,6,0.19,0.06,0,0.01,0.26
6577,13,1998,3,0,0,0.24,0.02,0.26
6578,6,2012,9,0,0,0.26,0,0.26
6579,6,2011,9,0.12,0.08,0.02,0.04,0.26
6580,19,2004,2,0.2,0.05,0,0.01,0.26
6581,4,2006,11,0.23,0.01,0,0.02,0.26
6582,9,2002,2,0.18,0.07,0,0,0.26
6583,13,1999,8,0.07,0.05,0.13,0.02,0.26
6584,8,1999,12,0,0,0.26,0,0.26
6585,16,1987,7,0.24,0.01,0,0,0.26
6586,6,2008,3,0.22,0.01,0,0.02,0.26
6587,24,1997,4,0,0,0.26,0,0.26
6588,7,2007,8,0,0,0.26,0,0.26
6589,9,2002,3,0.18,0.07,0,0,0.26
6590,20,2016,9,0.03,0.11,0.1,0.01,0.26
6591,4,2009,11,0.24,0,0,0.02,0.26
6592,19,2002,1,0.2,0.05,0,0.01,0.26
6593,14,2002,1,0.19,0.06,0,0.01,0.26
6594,15,2010,8,0,0.21,0,0.05,0.26
6595,7,2004,3,0.13,0.1,0,0.03,0.26
6596,7,2009,11,0,0.21,0,0.04,0.26
6597,13,1999,1,0.14,0.1,0,0.02,0.26
6598,15,2011,9,0.1,0.13,0,0.03,0.26
6599,7,2003,1,0.13,0.1,0,0.03,0.26
6600,17,2005,3,0,0.25,0,0,0.26
6601,9,2002,12,0,0,0.25,0.01,0.26
6602,9,2002,2,0.16,0.06,0.04,0,0.26
6603,4,2005,6,0.21,0,0.02,0.02,0.26
6604,7,2001,3,0.13,0.1,0,0.03,0.26
6605,1,2011,6,0.23,0.01,0,0.02,0.26
6606,24,1996,4,0,0,0.26,0,0.26
6607,14,2004,4,0.19,0.06,0,0.01,0.26
6608,19,2004,1,0.2,0.05,0,0.01,0.26
6609,9,2001,10,0.18,0.07,0,0,0.25
6610,14,2003,8,0.19,0.05,0,0.01,0.25
6611,13,1998,1,0,0,0.24,0.02,0.25
6612,6,2007,9,0.16,0.06,0,0.03,0.25
6613,24,1998,12,0,0,0.25,0,0.25
6614,4,2008,8,0.23,0.01,0,0.02,0.25
6615,7,2006,9,0.12,0.1,0,0.03,0.25
6616,4,2010,4,0.22,0.01,0,0.02,0.25
6617,17,2007,6,0.24,0,0,0.02,0.25
6618,13,1999,4,0.14,0.1,0,0.02,0.25
6619,6,2012,11,0.04,0.15,0,0.06,0.25
6620,11,2015,2,0.09,0.12,0,0.04,0.25
6621,7,2009,9,0.17,0.01,0,0.08,0.25
6622,19,2002,11,0.15,0.04,0.06,0.01,0.25
6623,5,2008,3,0.23,0,0,0.02,0.25
6624,7,2000,1,0.12,0.1,0,0.03,0.25
6625,8,1991,12,0,0,0.25,0,0.25
6626,6,2009,7,0.12,0.1,0,0.04,0.25
6627,1,2008,9,0.14,0.04,0.06,0.02,0.25
6628,10,2011,8,0.11,0.09,0.03,0.02,0.25
6629,9,2006,2,0.18,0.07,0,0,0.25
6630,4,2006,9,0.23,0,0,0.02,0.25
6631,14,2005,6,0.19,0.05,0,0.01,0.25
6632,6,2014,6,0.09,0.04,0.1,0.03,0.25
6633,24,1994,7,0,0,0.25,0,0.25
6634,3,2000,1,0,0,0.25,0,0.25
6635,6,2012,4,0.1,0.11,0,0.04,0.25
6636,19,2006,9,0.2,0.05,0,0.01,0.25
6637,7,2003,6,0.12,0.1,0,0.03,0.25
6638,14,2002,1,0.19,0.05,0,0.01,0.25
6639,4,2009,6,0.21,0.02,0,0.03,0.25
6640,13,1998,10,0.14,0.1,0,0.02,0.25
6641,9,2002,2,0.18,0.07,0,0,0.25
6642,17,2010,6,0,0,0.25,0,0.25
6643,13,1994,12,0,0,0.24,0.02,0.25
6644,14,2001,6,0.19,0.05,0,0.01,0.25
6645,13,1999,6,0.14,0.1,0,0.02,0.25
6646,1,2007,1,0.22,0.01,0,0.02,0.25
6647,14,2003,1,0.2,0.04,0,0.01,0.25
6648,13,2000,7,0.14,0.1,0,0.02,0.25
6651,5,2006,3,0.22,0.02,0,0.02,0.25
6652,5,2012,9,0.14,0.09,0,0.02,0.25
6653,5,2011,9,0.16,0.07,0,0.02,0.25
6654,6,2009,9,0.15,0.07,0,0.03,0.25
6655,6,2012,8,0.1,0.09,0.02,0.04,0.25
6656,5,2008,9,0.12,0.1,0,0.03,0.25
6657,13,1996,3,0.14,0.1,0,0.02,0.25
6658,4,2007,8,0.09,0.14,0,0.02,0.25
6659,13,2001,9,0.14,0.1,0,0.02,0.25
6660,5,2007,9,0.22,0.01,0,0.02,0.25
6661,7,2008,9,0,0,0.25,0,0.25
6662,6,2011,6,0.1,0.1,0,0.04,0.25
6663,10,2013,1,0,0.23,0,0.03,0.25
6664,14,2004,7,0.19,0.05,0,0.01,0.25
6665,9,2001,5,0.1,0.04,0.1,0.01,0.25
6666,19,2005,7,0.19,0.05,0,0.01,0.25
6667,1,2008,9,0.22,0.01,0,0.02,0.25
6668,19,2003,2,0.19,0.05,0,0.01,0.25
6669,9,2001,6,0.18,0.07,0,0,0.25
6670,5,2009,9,0.25,0,0,0,0.25
6671,26,2001,4,0,0,0.25,0,0.25
6672,7,2002,3,0.12,0.1,0,0.03,0.25
6673,5,2011,9,0.18,0.05,0,0.02,0.25
6674,17,2008,1,0.06,0.13,0,0.06,0.25
6675,13,1997,4,0,0,0.23,0.02,0.25
6676,5,2006,9,0.21,0.02,0,0.02,0.25
6677,9,2004,6,0.18,0.07,0,0,0.25
6678,14,2005,1,0.19,0.05,0,0.01,0.25
6679,14,2004,6,0.19,0.05,0,0.01,0.25
6680,13,2000,10,0.14,0.09,0,0.02,0.25
6681,14,2003,7,0.16,0.08,0,0.01,0.25
6682,5,2007,3,0.23,0,0,0.02,0.25
6683,27,1994,10,0,0,0.25,0,0.25
6684,1,2007,10,0.21,0.02,0,0.02,0.25
6685,5,2008,1,0.14,0.08,0,0.02,0.25
6686,12,1999,4,0.16,0.04,0.05,0,0.25
6687,12,1999,1,0.23,0.02,0,0,0.25
6688,12,1998,1,0.2,0.05,0,0,0.25
6689,12,1997,6,0.2,0.05,0,0,0.25
6690,12,1997,3,0.2,0.05,0,0,0.25
6691,12,1997,3,0.11,0.13,0,0.01,0.25
6692,12,1998,9,0.2,0.05,0,0,0.25
6693,12,1997,1,0.23,0.02,0,0,0.25
6694,12,1999,1,0.2,0.05,0,0,0.25
6695,11,2015,10,0.07,0.14,0,0.04,0.25
6696,1,2010,6,0,0.21,0,0.04,0.25
6697,7,2008,9,0.12,0.1,0,0.03,0.25
6698,19,2003,10,0.19,0.05,0,0.01,0.25
6699,7,2005,2,0.12,0.1,0,0.03,0.25
6700,13,1996,3,0,0,0.23,0.02,0.25
6701,14,2005,8,0.19,0.05,0,0.01,0.25
6702,13,1998,6,0.14,0.09,0,0.02,0.25
6703,18,2015,4,0.15,0.07,0,0.02,0.25
6704,7,2003,1,0.12,0.1,0,0.03,0.25
6705,4,2006,4,0,0.01,0.24,0,0.25
6706,24,1998,1,0,0,0.25,0,0.25
6707,15,2011,11,0.08,0.13,0,0.04,0.25
6708,24,1998,11,0,0,0.25,0,0.25
6709,15,2012,9,0.03,0.17,0,0.04,0.25
6710,5,2008,11,0.18,0.05,0,0.02,0.25
6711,17,2009,4,0.17,0.04,0,0.04,0.25
6712,10,2015,4,0.11,0.02,0.1,0.01,0.25
6713,17,2009,4,0.1,0.01,0.12,0.02,0.25
6714,7,2005,9,0.03,0.03,0.18,0.01,0.25
6715,1,2008,6,0.2,0.03,0,0.02,0.25
6716,13,1995,1,0.14,0.09,0,0.02,0.25
6717,5,2006,7,0.2,0.03,0,0.02,0.25
6718,9,2002,4,0.18,0.07,0,0,0.25
6719,9,2002,1,0,0,0.24,0.01,0.25
6720,6,2011,9,0.14,0.08,0,0.03,0.25
6721,13,1998,9,0.14,0.09,0,0.02,0.25
6722,1,2009,9,0.19,0.04,0,0.02,0.25
6723,7,2002,1,0,0,0.25,0,0.25
6724,5,2012,9,0.16,0.05,0.03,0.02,0.25
6725,6,2010,2,0.12,0.09,0,0.04,0.25
6726,6,2015,9,0,0,0.25,0,0.25
6727,1,2010,9,0.11,0.11,0,0.02,0.25
6728,7,2008,9,0.12,0.09,0,0.03,0.25
6729,4,2009,8,0.16,0.06,0,0.02,0.25
6730,16,1982,9,0.23,0.01,0,0,0.25
6731,14,2005,7,0.19,0.05,0,0.01,0.25
6732,13,1999,4,0.14,0.09,0,0.02,0.25
6733,6,2010,6,0.07,0.13,0,0.05,0.25
6734,5,2007,8,0.19,0.01,0.03,0.02,0.25
6735,13,2000,3,0.14,0.09,0,0.02,0.25
6736,4,2009,8,0.23,0,0,0.02,0.25
6737,1,2010,2,0.22,0.01,0,0.02,0.25
6738,7,2006,11,0.12,0.09,0,0.03,0.25
6739,1,2007,1,0.2,0.01,0.03,0.02,0.25
6740,7,2001,3,0.12,0.09,0,0.03,0.25
6741,19,2005,2,0.19,0.05,0,0.01,0.25
6742,7,2007,3,0.12,0.09,0,0.03,0.25
6743,5,2009,3,0.14,0.09,0,0.02,0.25
6744,6,2007,9,0.18,0.04,0,0.03,0.25
6745,15,2015,12,0.02,0.22,0,0.01,0.25
6746,13,1999,12,0.14,0.09,0,0.02,0.25
6747,4,2008,5,0.06,0.16,0,0.03,0.25
6748,1,2009,4,0,0,0.25,0,0.25
6749,6,2009,3,0.08,0.12,0,0.05,0.25
6750,6,2010,6,0.18,0.04,0,0.03,0.25
6751,5,2013,9,0.06,0.16,0,0.03,0.25
6752,13,1996,7,0.14,0.09,0,0.02,0.25
6753,13,1996,2,0.05,0.03,0.15,0.02,0.25
6754,19,2002,6,0.19,0.05,0,0.01,0.25
6755,6,2008,3,0.12,0.11,0,0.02,0.25
6756,7,2004,4,0.12,0.09,0,0.03,0.25
6757,13,1997,3,0,0,0.23,0.02,0.25
6758,4,2009,11,0.22,0.01,0,0.02,0.25
6759,9,2002,9,0.18,0.07,0,0,0.25
6760,6,2007,1,0.23,0,0,0.02,0.25
6761,19,2005,4,0.19,0.05,0,0.01,0.25
6762,9,2005,6,0.18,0.07,0,0,0.25
6763,17,2007,3,0.03,0.14,0,0.08,0.25
6764,6,2008,7,0.21,0.01,0,0.02,0.25
6765,19,2002,1,0.19,0.05,0,0.01,0.25
6766,10,2014,11,0.04,0.19,0,0.02,0.25
6767,5,2011,9,0.07,0.14,0,0.03,0.25
6768,9,2004,3,0.11,0.04,0.1,0.01,0.25
6769,9,2004,7,0.08,0.03,0.12,0.01,0.25
6770,7,2008,11,0.12,0.09,0,0.03,0.25
6771,4,2013,8,0.13,0.1,0,0.02,0.25
6772,7,2005,11,0.12,0.09,0,0.03,0.24
6773,4,2008,4,0,0,0.24,0,0.24
6774,7,2006,4,0.12,0.09,0,0.03,0.24
6775,5,2011,9,0.16,0.07,0,0.02,0.24
6776,9,2005,8,0.18,0.06,0,0,0.24
6777,13,2001,1,0,0,0.23,0.02,0.24
6778,4,2010,7,0.22,0.01,0,0.02,0.24
6780,18,2014,3,0.12,0.1,0,0.02,0.24
6781,23,2015,9,0.03,0.16,0,0.05,0.24
6782,4,2008,4,0.11,0,0.12,0.01,0.24
6783,4,2006,11,0.23,0,0,0.02,0.24
6784,6,2010,3,0.21,0.02,0,0.02,0.24
6785,4,2011,9,0,0,0.24,0,0.24
6786,13,1995,12,0.14,0.09,0,0.02,0.24
6787,1,2009,11,0.12,0.1,0,0.02,0.24
6788,13,1996,1,0.04,0.03,0.16,0.02,0.24
6789,13,1997,9,0.14,0.09,0,0.02,0.24
6790,17,2005,1,0.23,0,0,0.02,0.24
6791,13,2000,7,0.14,0.09,0,0.02,0.24
6792,5,2008,12,0.16,0.06,0,0.02,0.24
6793,5,2011,6,0.16,0.07,0,0.02,0.24
6794,20,2012,1,0.22,0,0,0.02,0.24
6795,23,2014,11,0.11,0.03,0.06,0.05,0.24
6796,15,2011,7,0.11,0.1,0,0.03,0.24
6797,4,2009,6,0.08,0,0.16,0,0.24
6798,5,2009,9,0.2,0.02,0,0.02,0.24
6799,7,2002,6,0.12,0.09,0,0.03,0.24
6800,13,1999,8,0,0,0.23,0.02,0.24
6801,7,2003,1,0.12,0.09,0,0.03,0.24
6802,10,2011,8,0.1,0.06,0.08,0.01,0.24
6803,5,2009,1,0.23,0,0,0.02,0.24
6804,14,2004,3,0.18,0.05,0,0.01,0.24
6805,13,1995,1,0,0,0.23,0.02,0.24
6806,7,2003,2,0.12,0.09,0,0.03,0.24
6807,4,2008,9,0.22,0,0,0.02,0.24
6809,7,2006,10,0.11,0.08,0.02,0.03,0.24
6810,17,2011,1,0,0,0.24,0,0.24
6811,4,2009,11,0.1,0.12,0,0.02,0.24
6812,7,2005,7,0.12,0.09,0,0.03,0.24
6813,4,2006,11,0.11,0.01,0.12,0.01,0.24
6814,19,2005,8,0.19,0.05,0,0.01,0.24
6815,14,2002,9,0.14,0.04,0.05,0.01,0.24
6816,9,2005,2,0.17,0.06,0,0,0.24
6817,13,1997,10,0.04,0.03,0.16,0.02,0.24
6818,13,1997,9,0.13,0.09,0,0.02,0.24
6819,6,2010,1,0.06,0.13,0,0.05,0.24
6820,1,2010,9,0.13,0.09,0,0.02,0.24
6821,14,2003,3,0.18,0.05,0,0.01,0.24
6822,6,2011,4,0.05,0,0.18,0.01,0.24
6823,6,2008,6,0.21,0.01,0,0.02,0.24
6824,1,2010,1,0.15,0.07,0,0.02,0.24
6825,4,2005,9,0.21,0.02,0,0.02,0.24
6826,17,2005,6,0.21,0.01,0,0.02,0.24
6827,18,2015,3,0.08,0.15,0,0.02,0.24
6828,10,2013,2,0.1,0.12,0,0.02,0.24
6829,1,2010,1,0.23,0,0,0.02,0.24
6830,17,2008,4,0.05,0,0.18,0.01,0.24
6831,1,2008,6,0.2,0.02,0,0.02,0.24
6832,14,2003,3,0.18,0.05,0,0.01,0.24
6833,1,2008,6,0.17,0.05,0,0.02,0.24
6835,7,2005,6,0.12,0.09,0,0.03,0.24
6836,23,2012,10,0.14,0.05,0.01,0.04,0.24
6837,14,2003,7,0.18,0.05,0,0.01,0.24
6838,17,2010,2,0.1,0.09,0,0.05,0.24
6839,15,2010,7,0,0.19,0,0.05,0.24
6840,19,2005,9,0.19,0.05,0,0.01,0.24
6841,10,2015,4,0.16,0.01,0.05,0.02,0.24
6842,1,2007,6,0.22,0,0,0.02,0.24
6843,7,2003,4,0,0,0.24,0,0.24
6844,17,2010,1,0,0,0.24,0,0.24
6845,19,2001,3,0.19,0.05,0,0.01,0.24
6846,1,2010,11,0.16,0.06,0,0.02,0.24
6847,1,2008,1,0.02,0.21,0,0.01,0.24
6848,7,2006,6,0,0,0.24,0,0.24
6849,14,2001,9,0.18,0.05,0,0.01,0.24
6850,4,2007,4,0.16,0,0.06,0.01,0.24
6852,1,2010,9,0.17,0.05,0,0.02,0.24
6853,14,2005,10,0.18,0.05,0,0.01,0.24
6854,4,2008,8,0.22,0,0,0.02,0.24
6855,6,2012,1,0.09,0.11,0,0.04,0.24
6856,7,2003,4,0,0,0.24,0,0.24
6857,9,2005,5,0.17,0.06,0,0,0.24
6858,7,2005,3,0.12,0.09,0,0.03,0.24
6859,1,2009,6,0.22,0,0,0.02,0.24
6860,7,2007,3,0.12,0.09,0,0.03,0.24
6861,17,2006,4,0.15,0,0.07,0.01,0.24
6862,19,2004,4,0.19,0.05,0,0.01,0.24
6863,17,2009,1,0.21,0,0.01,0.02,0.24
6864,5,2006,9,0.2,0.02,0,0.02,0.24
6865,7,2008,1,0,0,0.24,0,0.24
6866,17,2009,3,0.18,0.03,0,0.03,0.24
6867,6,2009,9,0.19,0.03,0,0.02,0.24
6868,16,1981,9,0.22,0.01,0,0,0.24
6869,12,1999,9,0.19,0.05,0,0,0.24
6870,12,1999,6,0.19,0.05,0,0,0.24
6871,12,2000,6,0.19,0.05,0,0,0.24
6872,12,1999,3,0.19,0.05,0,0,0.24
6873,12,2000,10,0.19,0.05,0,0,0.24
6874,12,2000,9,0.19,0.05,0,0,0.24
6875,1,2008,6,0.21,0.02,0,0.02,0.24
6876,7,2002,1,0.12,0.09,0,0.03,0.24
6877,6,2009,9,0,0,0.24,0,0.24
6878,4,2011,9,0.12,0.1,0,0.02,0.24
6879,14,2003,1,0.18,0.05,0,0.01,0.24
6880,13,1998,2,0.13,0.09,0,0.02,0.24
6881,19,2005,9,0.19,0.05,0,0.01,0.24
6882,1,2009,1,0,0.23,0,0.01,0.24
6883,17,2007,9,0.22,0,0,0.02,0.24
6884,9,2005,1,0.17,0.06,0,0,0.24
6885,4,2007,3,0.22,0,0,0.02,0.24
6886,4,2009,5,0.22,0,0,0.02,0.24
6887,4,2008,11,0.13,0.08,0,0.02,0.24
6888,9,2004,2,0,0,0.23,0.01,0.24
6889,13,1998,7,0.13,0.09,0,0.02,0.24
6890,7,2003,9,0,0,0.24,0,0.24
6891,6,2011,6,0.15,0.06,0,0.03,0.24
6892,10,2014,9,0.09,0.13,0,0.02,0.24
6893,11,2014,9,0.08,0.07,0.06,0.03,0.24
6894,14,2003,2,0.18,0.05,0,0.01,0.24
6895,7,2008,8,0.12,0.09,0,0.03,0.24
6896,5,2012,3,0.08,0.14,0,0.02,0.24
6897,5,2009,4,0.18,0.04,0,0.02,0.24
6898,16,1980,6,0.22,0.01,0,0,0.24
6899,8,1996,4,0,0,0.24,0,0.24
6900,5,2011,9,0.18,0.05,0,0.02,0.24
6901,1,2010,11,0.16,0.06,0,0.02,0.24
6902,10,2015,2,0.09,0.08,0.06,0.02,0.24
6903,14,2001,3,0.18,0.05,0,0.01,0.24
6904,13,2002,3,0.13,0.09,0,0.02,0.24
6905,17,2009,4,0.19,0,0.03,0.02,0.24
6906,4,2010,11,0.07,0.14,0,0.03,0.24
6907,9,2004,9,0.17,0.06,0,0,0.24
6908,9,2004,11,0.17,0.06,0,0,0.24
6909,5,2007,6,0.19,0.03,0,0.02,0.24
6910,4,2009,5,0,0.24,0,0,0.24
6911,5,2012,9,0.15,0.06,0.01,0.02,0.24
6912,18,2016,9,0.12,0.1,0,0.02,0.24
6913,5,2009,9,0.16,0.02,0.04,0.02,0.24
6914,7,2003,6,0.12,0.09,0,0.03,0.24
6915,13,1998,9,0.13,0.09,0,0.02,0.24
6916,7,2004,4,0.12,0.09,0,0.03,0.24
6917,17,2009,1,0.12,0.07,0,0.05,0.24
6918,4,2008,6,0.22,0,0,0.02,0.24
6919,15,2011,5,0,0.18,0,0.05,0.24
6920,6,2012,4,0.04,0.14,0.01,0.05,0.24
6922,5,2015,6,0.12,0.1,0,0.02,0.24
6923,20,2013,6,0.06,0.06,0.11,0.01,0.24
6924,13,1995,1,0.13,0.09,0,0.02,0.24
6925,11,2014,9,0.13,0.02,0.04,0.04,0.24
6926,5,2009,4,0.16,0.06,0,0.02,0.24
6927,13,2000,9,0.13,0.09,0,0.02,0.24
6929,5,2011,6,0.16,0.05,0,0.02,0.24
6930,23,2012,9,0.09,0.1,0,0.05,0.24
6931,1,2010,3,0.1,0.11,0,0.03,0.24
6932,4,2009,5,0,0.21,0,0.02,0.24
6933,13,2000,7,0.13,0.09,0,0.02,0.24
6934,5,2009,9,0.17,0.05,0,0.02,0.24
6935,6,2010,4,0.08,0.01,0.13,0.01,0.24
6936,14,2006,1,0.18,0.05,0,0.01,0.24
6937,9,2003,9,0.17,0.06,0,0,0.24
6938,17,2013,4,0,0,0.24,0,0.24
6940,13,1998,6,0.13,0.09,0,0.02,0.24
6941,16,1988,9,0.22,0.01,0,0,0.24
6942,16,1981,7,0.22,0.01,0,0,0.24
6943,4,2010,5,0.11,0.1,0,0.02,0.24
6944,5,2009,9,0.16,0.05,0,0.02,0.24
6945,5,2013,7,0.1,0.12,0,0.02,0.24
6946,4,2008,4,0.09,0,0.13,0.01,0.24
6947,1,2011,3,0.22,0,0,0.01,0.24
6948,23,2012,9,0.13,0.06,0,0.04,0.24
6949,4,2006,4,0.17,0.01,0.04,0.02,0.24
6950,11,2014,11,0.1,0.09,0.01,0.04,0.24
6951,20,2012,9,0.14,0.07,0.01,0.02,0.24
6952,15,2011,4,0.16,0.06,0,0.02,0.24
6953,7,2007,3,0.12,0.09,0,0.03,0.24
6954,6,2008,9,0.12,0.08,0,0.04,0.23
6955,4,2010,6,0.16,0.05,0,0.02,0.23
6956,4,2008,3,0.18,0.03,0,0.02,0.23
6957,20,2016,9,0.12,0.09,0,0.02,0.23
6958,4,2006,4,0.22,0,0,0.02,0.23
6959,7,2003,2,0.11,0.09,0,0.03,0.23
6960,7,2004,6,0.11,0.09,0,0.03,0.23
6961,4,2010,6,0.16,0.06,0,0.02,0.23
6962,4,2010,8,0,0,0.23,0,0.23
6963,10,2015,4,0.09,0.01,0.12,0.01,0.23
6964,7,2006,9,0,0,0.23,0,0.23
6965,13,1998,10,0.13,0.09,0,0.02,0.23
6966,4,2013,2,0,0.21,0,0.02,0.23
6967,1,2009,6,0,0.22,0,0.02,0.23
6969,4,2007,3,0.22,0,0,0.02,0.23
6971,9,2003,12,0,0,0.23,0.01,0.23
6972,14,2003,3,0.18,0.05,0,0.01,0.23
6973,14,2002,9,0.18,0.05,0,0.01,0.23
6974,23,2016,9,0.07,0.11,0,0.05,0.23
6975,4,2010,9,0.18,0.04,0,0.02,0.23
6976,14,2005,9,0.18,0.05,0,0.01,0.23
6977,18,2013,6,0.17,0.05,0,0.02,0.23
6978,6,2011,9,0,0.09,0.11,0.03,0.23
6979,10,2015,9,0,0,0.23,0,0.23
6980,4,2005,5,0.15,0.01,0.06,0.01,0.23
6981,5,2011,1,0.11,0.1,0.01,0.02,0.23
6982,4,2011,9,0.16,0.05,0,0.02,0.23
6983,6,2008,4,0.14,0.02,0.05,0.02,0.23
6984,4,2008,8,0.22,0,0,0.02,0.23
6985,6,2011,1,0.17,0.03,0,0.03,0.23
6986,22,1999,1,0,0,0.23,0,0.23
6987,17,2005,5,0.13,0.02,0.08,0,0.23
6988,23,2011,9,0.14,0.06,0,0.04,0.23
6989,15,2015,12,0.09,0.13,0,0.02,0.23
6990,17,2005,1,0.19,0.02,0,0.02,0.23
6991,5,2010,1,0.08,0.13,0,0.03,0.23
6992,14,2002,1,0.17,0.05,0,0.01,0.23
6993,6,2009,6,0,0.19,0,0.05,0.23
6994,7,2004,3,0.11,0.09,0,0.03,0.23
6995,14,2003,3,0.17,0.05,0,0.01,0.23
6996,6,2013,9,0,0,0.23,0,0.23
6997,23,2012,6,0,0,0.23,0,0.23
6998,6,2008,7,0.14,0.07,0,0.03,0.23
6999,6,2011,6,0.13,0.06,0,0.04,0.23
7000,7,2001,3,0.11,0.09,0,0.03,0.23
7001,1,2007,3,0.22,0,0,0.02,0.23
7002,1,2009,6,0.22,0,0,0.02,0.23
7003,7,2002,9,0.11,0.09,0,0.03,0.23
7004,7,2006,1,0,0,0.23,0,0.23
7005,1,2007,9,0.21,0.01,0,0.02,0.23
7006,7,2005,4,0,0,0.23,0,0.23
7007,12,2000,1,0.22,0.01,0,0,0.23
7008,17,2005,6,0.2,0.01,0,0.02,0.23
7009,11,2015,4,0.09,0.1,0,0.04,0.23
7010,19,2002,7,0.18,0.05,0,0.01,0.23
7011,19,2003,9,0.18,0.05,0,0.01,0.23
7012,1,2008,11,0.2,0.02,0,0.02,0.23
7013,5,2009,6,0.22,0,0,0.02,0.23
7014,1,2010,12,0.11,0.1,0,0.02,0.23
